driver_1,driver_2,constructorId,year,driver_1_points,driver_2_points
360,427,170,1959,16,19
360,441,170,1959,16,0
360,465,170,1959,16,0
360,475,170,1959,16,18
360,481,170,1959,16,0
360,483,170,1959,16,0
360,486,170,1959,16,0
360,501,170,1959,16,0
360,540,170,1959,16,0
360,549,170,1959,16,0
360,550,170,1959,16,0
360,552,170,1959,16,0
360,569,170,1959,16,0
360,570,170,1959,16,0
376,401,170,1959,0,0
376,418,170,1959,0,10
376,427,170,1959,0,19
376,441,170,1959,0,0
376,465,170,1959,0,0
376,475,170,1959,0,18
376,481,170,1959,0,0
376,483,170,1959,0,0
376,486,170,1959,0,0
376,501,170,1959,0,0
376,540,170,1959,0,0
376,549,170,1959,0,0
376,550,170,1959,0,0
376,552,170,1959,0,0
376,569,170,1959,0,0
376,570,170,1959,0,0
401,418,170,1959,0,10
401,427,170,1959,0,19
401,441,170,1959,0,0
401,465,170,1959,0,0
401,475,170,1959,0,18
401,481,170,1959,0,0
401,483,170,1959,0,0
401,486,170,1959,0,0
401,501,170,1959,0,0
401,540,170,1959,0,0
401,549,170,1959,0,0
401,550,170,1959,0,0
401,552,170,1959,0,0
401,569,170,1959,0,0
401,570,170,1959,0,0
418,427,170,1959,10,19
418,441,170,1959,10,0
418,465,170,1959,10,0
418,475,170,1959,10,18
418,481,170,1959,10,0
418,483,170,1959,10,0
418,486,170,1959,10,0
418,501,170,1959,10,0
418,540,170,1959,10,0
418,549,170,1959,10,0
418,550,170,1959,10,0
418,552,170,1959,10,0
418,569,170,1959,10,0
418,570,170,1959,10,0
427,441,170,1959,19,0
427,465,170,1959,19,0
427,475,170,1959,19,18
427,481,170,1959,19,0
427,483,170,1959,19,0
427,486,170,1959,19,0
427,501,170,1959,19,0
427,540,170,1959,19,0
427,549,170,1959,19,0
427,550,170,1959,19,0
427,552,170,1959,19,0
427,569,170,1959,19,0
427,570,170,1959,19,0
441,465,170,1959,0,0
441,475,170,1959,0,18
441,481,170,1959,0,0
441,483,170,1959,0,0
441,486,170,1959,0,0
441,501,170,1959,0,0
441,540,170,1959,0,0
441,549,170,1959,0,0
441,550,170,1959,0,0
441,552,170,1959,0,0
441,569,170,1959,0,0
441,570,170,1959,0,0
465,475,170,1959,0,18
465,481,170,1959,0,0
465,483,170,1959,0,0
465,486,170,1959,0,0
465,501,170,1959,0,0
465,540,170,1959,0,0
465,549,170,1959,0,0
465,550,170,1959,0,0
465,552,170,1959,0,0
465,569,170,1959,0,0
465,570,170,1959,0,0
475,481,170,1959,18,0
475,483,170,1959,18,0
475,486,170,1959,18,0
475,501,170,1959,18,0
475,540,170,1959,18,0
475,549,170,1959,18,0
475,550,170,1959,18,0
475,552,170,1959,18,0
475,569,170,1959,18,0
475,570,170,1959,18,0
481,483,170,1959,0,0
481,486,170,1959,0,0
481,501,170,1959,0,0
481,540,170,1959,0,0
481,549,170,1959,0,0
481,550,170,1959,0,0
481,552,170,1959,0,0
481,569,170,1959,0,0
481,570,170,1959,0,0
483,486,170,1959,0,0
483,501,170,1959,0,0
483,540,170,1959,0,0
483,549,170,1959,0,0
483,550,170,1959,0,0
483,552,170,1959,0,0
483,569,170,1959,0,0
483,570,170,1959,0,0
486,501,170,1959,0,0
486,540,170,1959,0,0
486,549,170,1959,0,0
486,550,170,1959,0,0
486,552,170,1959,0,0
486,569,170,1959,0,0
486,570,170,1959,0,0
501,540,170,1959,0,0
501,549,170,1959,0,0
501,550,170,1959,0,0
501,552,170,1959,0,0
501,569,170,1959,0,0
501,570,170,1959,0,0
540,549,170,1959,0,0
540,550,170,1959,0,0
540,552,170,1959,0,0
540,569,170,1959,0,0
540,570,170,1959,0,0
549,550,170,1959,0,0
549,552,170,1959,0,0
549,569,170,1959,0,0
549,570,170,1959,0,0
550,552,170,1959,0,0
550,569,170,1959,0,0
550,570,170,1959,0,0
552,569,170,1959,0,0
552,570,170,1959,0,0
569,570,170,1959,0,0
356,360,170,1960,43,37
356,376,170,1960,43,1
356,398,170,1960,43,0
356,403,170,1960,43,1
356,427,170,1960,43,0
356,430,170,1960,43,0
356,455,170,1960,43,0
356,456,170,1960,43,0
356,475,170,1960,43,0
356,479,170,1960,43,7
356,481,170,1960,43,3
356,482,170,1960,43,10
356,486,170,1960,43,0
356,501,170,1960,43,0
356,505,170,1960,43,0
356,506,170,1960,43,0
356,507,170,1960,43,0
356,508,170,1960,43,0
356,541,170,1960,43,0
356,544,170,1960,43,0
356,546,170,1960,43,0
360,376,170,1960,37,1
360,398,170,1960,37,0
360,403,170,1960,37,1
360,427,170,1960,37,0
360,430,170,1960,37,0
360,455,170,1960,37,0
360,456,170,1960,37,0
360,475,170,1960,37,0
360,479,170,1960,37,7
360,481,170,1960,37,3
360,482,170,1960,37,10
360,486,170,1960,37,0
360,501,170,1960,37,0
360,505,170,1960,37,0
360,506,170,1960,37,0
360,507,170,1960,37,0
360,508,170,1960,37,0
360,541,170,1960,37,0
360,544,170,1960,37,0
360,546,170,1960,37,0
376,398,170,1960,1,0
376,403,170,1960,1,1
376,427,170,1960,1,0
376,430,170,1960,1,0
376,455,170,1960,1,0
376,456,170,1960,1,0
376,475,170,1960,1,0
376,479,170,1960,1,7
376,481,170,1960,1,3
376,482,170,1960,1,10
376,486,170,1960,1,0
376,501,170,1960,1,0
376,505,170,1960,1,0
376,506,170,1960,1,0
376,507,170,1960,1,0
376,508,170,1960,1,0
376,541,170,1960,1,0
376,544,170,1960,1,0
376,546,170,1960,1,0
398,403,170,1960,0,1
398,427,170,1960,0,0
398,430,170,1960,0,0
398,455,170,1960,0,0
398,456,170,1960,0,0
398,475,170,1960,0,0
398,479,170,1960,0,7
398,481,170,1960,0,3
398,482,170,1960,0,10
398,486,170,1960,0,0
398,501,170,1960,0,0
398,505,170,1960,0,0
398,506,170,1960,0,0
398,507,170,1960,0,0
398,508,170,1960,0,0
398,541,170,1960,0,0
398,544,170,1960,0,0
398,546,170,1960,0,0
403,427,170,1960,1,0
403,430,170,1960,1,0
403,455,170,1960,1,0
403,456,170,1960,1,0
403,475,170,1960,1,0
403,479,170,1960,1,7
403,481,170,1960,1,3
403,482,170,1960,1,10
403,486,170,1960,1,0
403,501,170,1960,1,0
403,505,170,1960,1,0
403,506,170,1960,1,0
403,507,170,1960,1,0
403,508,170,1960,1,0
403,541,170,1960,1,0
403,544,170,1960,1,0
403,546,170,1960,1,0
427,430,170,1960,0,0
427,455,170,1960,0,0
427,456,170,1960,0,0
427,475,170,1960,0,0
427,479,170,1960,0,7
427,481,170,1960,0,3
427,482,170,1960,0,10
427,486,170,1960,0,0
427,501,170,1960,0,0
427,505,170,1960,0,0
427,506,170,1960,0,0
427,507,170,1960,0,0
427,508,170,1960,0,0
427,541,170,1960,0,0
427,544,170,1960,0,0
427,546,170,1960,0,0
430,455,170,1960,0,0
430,456,170,1960,0,0
430,475,170,1960,0,0
430,479,170,1960,0,7
430,481,170,1960,0,3
430,482,170,1960,0,10
430,486,170,1960,0,0
430,501,170,1960,0,0
430,505,170,1960,0,0
430,506,170,1960,0,0
430,507,170,1960,0,0
430,508,170,1960,0,0
430,541,170,1960,0,0
430,544,170,1960,0,0
430,546,170,1960,0,0
455,456,170,1960,0,0
455,475,170,1960,0,0
455,479,170,1960,0,7
455,481,170,1960,0,3
455,482,170,1960,0,10
455,486,170,1960,0,0
455,501,170,1960,0,0
455,505,170,1960,0,0
455,506,170,1960,0,0
455,507,170,1960,0,0
455,508,170,1960,0,0
455,541,170,1960,0,0
455,544,170,1960,0,0
455,546,170,1960,0,0
456,475,170,1960,0,0
456,479,170,1960,0,7
456,481,170,1960,0,3
456,482,170,1960,0,10
456,486,170,1960,0,0
456,501,170,1960,0,0
456,505,170,1960,0,0
456,506,170,1960,0,0
456,507,170,1960,0,0
456,508,170,1960,0,0
456,541,170,1960,0,0
456,544,170,1960,0,0
456,546,170,1960,0,0
475,479,170,1960,0,7
475,481,170,1960,0,3
475,482,170,1960,0,10
475,486,170,1960,0,0
475,501,170,1960,0,0
475,505,170,1960,0,0
475,506,170,1960,0,0
475,507,170,1960,0,0
475,508,170,1960,0,0
475,541,170,1960,0,0
475,544,170,1960,0,0
475,546,170,1960,0,0
479,481,170,1960,7,3
479,482,170,1960,7,10
479,486,170,1960,7,0
479,501,170,1960,7,0
479,505,170,1960,7,0
479,506,170,1960,7,0
479,507,170,1960,7,0
479,508,170,1960,7,0
479,541,170,1960,7,0
479,544,170,1960,7,0
479,546,170,1960,7,0
481,482,170,1960,3,10
481,486,170,1960,3,0
481,501,170,1960,3,0
481,505,170,1960,3,0
481,506,170,1960,3,0
481,507,170,1960,3,0
481,508,170,1960,3,0
481,541,170,1960,3,0
481,544,170,1960,3,0
481,546,170,1960,3,0
482,486,170,1960,10,0
482,501,170,1960,10,0
482,505,170,1960,10,0
482,506,170,1960,10,0
482,507,170,1960,10,0
482,508,170,1960,10,0
482,541,170,1960,10,0
482,544,170,1960,10,0
482,546,170,1960,10,0
486,501,170,1960,0,0
486,505,170,1960,0,0
486,506,170,1960,0,0
486,507,170,1960,0,0
486,508,170,1960,0,0
486,541,170,1960,0,0
486,544,170,1960,0,0
486,546,170,1960,0,0
501,505,170,1960,0,0
501,506,170,1960,0,0
501,507,170,1960,0,0
501,508,170,1960,0,0
501,541,170,1960,0,0
501,544,170,1960,0,0
501,546,170,1960,0,0
505,506,170,1960,0,0
505,507,170,1960,0,0
505,508,170,1960,0,0
505,541,170,1960,0,0
505,544,170,1960,0,0
505,546,170,1960,0,0
506,507,170,1960,0,0
506,508,170,1960,0,0
506,541,170,1960,0,0
506,544,170,1960,0,0
506,546,170,1960,0,0
507,508,170,1960,0,0
507,541,170,1960,0,0
507,544,170,1960,0,0
507,546,170,1960,0,0
508,541,170,1960,0,0
508,544,170,1960,0,0
508,546,170,1960,0,0
541,544,170,1960,0,0
541,546,170,1960,0,0
544,546,170,1960,0,0
341,356,170,1961,4,4
341,360,170,1961,4,11
341,418,170,1961,4,0
341,428,170,1961,4,0
341,433,170,1961,4,0
341,434,170,1961,4,0
341,436,170,1961,4,0
341,437,170,1961,4,0
341,453,170,1961,4,3
341,456,170,1961,4,2
341,468,170,1961,4,0
341,486,170,1961,4,0
341,489,170,1961,4,0
341,490,170,1961,4,0
341,491,170,1961,4,0
341,492,170,1961,4,0
356,360,170,1961,4,11
356,418,170,1961,4,0
356,428,170,1961,4,0
356,433,170,1961,4,0
356,434,170,1961,4,0
356,436,170,1961,4,0
356,437,170,1961,4,0
356,453,170,1961,4,3
356,456,170,1961,4,2
356,468,170,1961,4,0
356,486,170,1961,4,0
356,489,170,1961,4,0
356,490,170,1961,4,0
356,491,170,1961,4,0
356,492,170,1961,4,0
360,418,170,1961,11,0
360,428,170,1961,11,0
360,433,170,1961,11,0
360,434,170,1961,11,0
360,436,170,1961,11,0
360,437,170,1961,11,0
360,453,170,1961,11,3
360,456,170,1961,11,2
360,468,170,1961,11,0
360,486,170,1961,11,0
360,489,170,1961,11,0
360,490,170,1961,11,0
360,491,170,1961,11,0
360,492,170,1961,11,0
418,428,170,1961,0,0
418,433,170,1961,0,0
418,434,170,1961,0,0
418,436,170,1961,0,0
418,437,170,1961,0,0
418,453,170,1961,0,3
418,456,170,1961,0,2
418,468,170,1961,0,0
418,486,170,1961,0,0
418,489,170,1961,0,0
418,490,170,1961,0,0
418,491,170,1961,0,0
418,492,170,1961,0,0
428,433,170,1961,0,0
428,434,170,1961,0,0
428,436,170,1961,0,0
428,437,170,1961,0,0
428,453,170,1961,0,3
428,456,170,1961,0,2
428,468,170,1961,0,0
428,486,170,1961,0,0
428,489,170,1961,0,0
428,490,170,1961,0,0
428,491,170,1961,0,0
428,492,170,1961,0,0
433,434,170,1961,0,0
433,436,170,1961,0,0
433,437,170,1961,0,0
433,453,170,1961,0,3
433,456,170,1961,0,2
433,468,170,1961,0,0
433,486,170,1961,0,0
433,489,170,1961,0,0
433,490,170,1961,0,0
433,491,170,1961,0,0
433,492,170,1961,0,0
434,436,170,1961,0,0
434,437,170,1961,0,0
434,453,170,1961,0,3
434,456,170,1961,0,2
434,468,170,1961,0,0
434,486,170,1961,0,0
434,489,170,1961,0,0
434,490,170,1961,0,0
434,491,170,1961,0,0
434,492,170,1961,0,0
436,437,170,1961,0,0
436,453,170,1961,0,3
436,456,170,1961,0,2
436,468,170,1961,0,0
436,486,170,1961,0,0
436,489,170,1961,0,0
436,490,170,1961,0,0
436,491,170,1961,0,0
436,492,170,1961,0,0
437,453,170,1961,0,3
437,456,170,1961,0,2
437,468,170,1961,0,0
437,486,170,1961,0,0
437,489,170,1961,0,0
437,490,170,1961,0,0
437,491,170,1961,0,0
437,492,170,1961,0,0
453,456,170,1961,3,2
453,468,170,1961,3,0
453,486,170,1961,3,0
453,489,170,1961,3,0
453,490,170,1961,3,0
453,491,170,1961,3,0
453,492,170,1961,3,0
456,468,170,1961,2,0
456,486,170,1961,2,0
456,489,170,1961,2,0
456,490,170,1961,2,0
456,491,170,1961,2,0
456,492,170,1961,2,0
468,486,170,1961,0,0
468,489,170,1961,0,0
468,490,170,1961,0,0
468,491,170,1961,0,0
468,492,170,1961,0,0
486,489,170,1961,0,0
486,490,170,1961,0,0
486,491,170,1961,0,0
486,492,170,1961,0,0
489,490,170,1961,0,0
489,491,170,1961,0,0
489,492,170,1961,0,0
490,491,170,1961,0,0
490,492,170,1961,0,0
491,492,170,1961,0,0
340,360,170,1962,0,32
340,408,170,1962,0,13
340,428,170,1962,0,0
340,434,170,1962,0,0
340,437,170,1962,0,0
340,453,170,1962,0,0
340,470,170,1962,0,0
360,408,170,1962,32,13
360,428,170,1962,32,0
360,434,170,1962,32,0
360,437,170,1962,32,0
360,453,170,1962,32,0
360,470,170,1962,32,0
408,428,170,1962,13,0
408,434,170,1962,13,0
408,437,170,1962,13,0
408,453,170,1962,13,0
408,470,170,1962,13,0
428,434,170,1962,0,0
428,437,170,1962,0,0
428,453,170,1962,0,0
428,470,170,1962,0,0
434,437,170,1962,0,0
434,453,170,1962,0,0
434,470,170,1962,0,0
437,453,170,1962,0,0
437,470,170,1962,0,0
453,470,170,1962,0,0
340,347,170,1963,0,6
340,360,170,1963,0,17
340,408,170,1963,0,9
340,432,170,1963,0,0
340,451,170,1963,0,0
347,360,170,1963,6,17
347,408,170,1963,6,9
347,432,170,1963,6,0
347,451,170,1963,6,0
360,408,170,1963,17,9
360,432,170,1963,17,0
360,451,170,1963,17,0
408,432,170,1963,9,0
408,451,170,1963,9,0
432,451,170,1963,0,0
340,347,170,1964,0,2
340,360,170,1964,0,13
340,399,170,1964,0,0
340,403,170,1964,0,1
340,431,170,1964,0,0
347,360,170,1964,2,13
347,399,170,1964,2,0
347,403,170,1964,2,1
347,431,170,1964,2,0
360,399,170,1964,13,0
360,403,170,1964,13,1
360,431,170,1964,13,0
399,403,170,1964,0,1
399,431,170,1964,0,0
403,431,170,1964,1,0
340,358,170,1965,0,4
340,360,170,1965,0,10
340,417,170,1965,0,0
340,419,170,1965,0,0
358,360,170,1965,4,10
358,417,170,1965,4,0
358,419,170,1965,4,0
360,417,170,1965,10,0
360,419,170,1965,10,0
417,419,170,1965,0,0
340,393,170,1967,6,0
353,483,171,1960,0,0
353,500,171,1960,0,0
353,543,171,1960,0,3
483,500,171,1960,0,0
483,543,171,1960,0,3
500,543,171,1960,0,3
373,376,172,1961,11,0
373,401,172,1961,11,0
373,404,172,1961,11,12
373,408,172,1961,11,0
373,418,172,1961,11,0
373,435,172,1961,11,0
373,437,172,1961,11,0
373,440,172,1961,11,0
373,441,172,1961,11,0
373,455,172,1961,11,0
373,459,172,1961,11,0
373,460,172,1961,11,0
373,467,172,1961,11,0
373,475,172,1961,11,21
373,477,172,1961,11,0
373,480,172,1961,11,0
373,481,172,1961,11,0
373,482,172,1961,11,0
373,485,172,1961,11,0
373,493,172,1961,11,0
373,494,172,1961,11,0
373,495,172,1961,11,0
376,401,172,1961,0,0
376,404,172,1961,0,12
376,408,172,1961,0,0
376,418,172,1961,0,0
376,435,172,1961,0,0
376,437,172,1961,0,0
376,440,172,1961,0,0
376,441,172,1961,0,0
376,455,172,1961,0,0
376,459,172,1961,0,0
376,460,172,1961,0,0
376,467,172,1961,0,0
376,475,172,1961,0,21
376,477,172,1961,0,0
376,480,172,1961,0,0
376,481,172,1961,0,0
376,482,172,1961,0,0
376,485,172,1961,0,0
376,493,172,1961,0,0
376,494,172,1961,0,0
376,495,172,1961,0,0
401,404,172,1961,0,12
401,408,172,1961,0,0
401,418,172,1961,0,0
401,435,172,1961,0,0
401,437,172,1961,0,0
401,440,172,1961,0,0
401,441,172,1961,0,0
401,455,172,1961,0,0
401,459,172,1961,0,0
401,460,172,1961,0,0
401,467,172,1961,0,0
401,475,172,1961,0,21
401,477,172,1961,0,0
401,480,172,1961,0,0
401,481,172,1961,0,0
401,482,172,1961,0,0
401,485,172,1961,0,0
401,493,172,1961,0,0
401,494,172,1961,0,0
401,495,172,1961,0,0
404,408,172,1961,12,0
404,418,172,1961,12,0
404,435,172,1961,12,0
404,437,172,1961,12,0
404,440,172,1961,12,0
404,441,172,1961,12,0
404,455,172,1961,12,0
404,459,172,1961,12,0
404,460,172,1961,12,0
404,467,172,1961,12,0
404,475,172,1961,12,21
404,477,172,1961,12,0
404,480,172,1961,12,0
404,481,172,1961,12,0
404,482,172,1961,12,0
404,485,172,1961,12,0
404,493,172,1961,12,0
404,494,172,1961,12,0
404,495,172,1961,12,0
408,418,172,1961,0,0
408,435,172,1961,0,0
408,437,172,1961,0,0
408,440,172,1961,0,0
408,441,172,1961,0,0
408,455,172,1961,0,0
408,459,172,1961,0,0
408,460,172,1961,0,0
408,467,172,1961,0,0
408,475,172,1961,0,21
408,477,172,1961,0,0
408,480,172,1961,0,0
408,481,172,1961,0,0
408,482,172,1961,0,0
408,485,172,1961,0,0
408,493,172,1961,0,0
408,494,172,1961,0,0
408,495,172,1961,0,0
418,435,172,1961,0,0
418,437,172,1961,0,0
418,440,172,1961,0,0
418,441,172,1961,0,0
418,455,172,1961,0,0
418,459,172,1961,0,0
418,460,172,1961,0,0
418,467,172,1961,0,0
418,475,172,1961,0,21
418,477,172,1961,0,0
418,480,172,1961,0,0
418,481,172,1961,0,0
418,482,172,1961,0,0
418,485,172,1961,0,0
418,493,172,1961,0,0
418,494,172,1961,0,0
418,495,172,1961,0,0
435,437,172,1961,0,0
435,440,172,1961,0,0
435,441,172,1961,0,0
435,455,172,1961,0,0
435,459,172,1961,0,0
435,460,172,1961,0,0
435,467,172,1961,0,0
435,475,172,1961,0,21
435,477,172,1961,0,0
435,480,172,1961,0,0
435,481,172,1961,0,0
435,482,172,1961,0,0
435,485,172,1961,0,0
435,493,172,1961,0,0
435,494,172,1961,0,0
435,495,172,1961,0,0
437,440,172,1961,0,0
437,441,172,1961,0,0
437,455,172,1961,0,0
437,459,172,1961,0,0
437,460,172,1961,0,0
437,467,172,1961,0,0
437,475,172,1961,0,21
437,477,172,1961,0,0
437,480,172,1961,0,0
437,481,172,1961,0,0
437,482,172,1961,0,0
437,485,172,1961,0,0
437,493,172,1961,0,0
437,494,172,1961,0,0
437,495,172,1961,0,0
440,441,172,1961,0,0
440,455,172,1961,0,0
440,459,172,1961,0,0
440,460,172,1961,0,0
440,467,172,1961,0,0
440,475,172,1961,0,21
440,477,172,1961,0,0
440,480,172,1961,0,0
440,481,172,1961,0,0
440,482,172,1961,0,0
440,485,172,1961,0,0
440,493,172,1961,0,0
440,494,172,1961,0,0
440,495,172,1961,0,0
441,455,172,1961,0,0
441,459,172,1961,0,0
441,460,172,1961,0,0
441,467,172,1961,0,0
441,475,172,1961,0,21
441,477,172,1961,0,0
441,480,172,1961,0,0
441,481,172,1961,0,0
441,482,172,1961,0,0
441,485,172,1961,0,0
441,493,172,1961,0,0
441,494,172,1961,0,0
441,495,172,1961,0,0
455,459,172,1961,0,0
455,460,172,1961,0,0
455,467,172,1961,0,0
455,475,172,1961,0,21
455,477,172,1961,0,0
455,480,172,1961,0,0
455,481,172,1961,0,0
455,482,172,1961,0,0
455,485,172,1961,0,0
455,493,172,1961,0,0
455,494,172,1961,0,0
455,495,172,1961,0,0
459,460,172,1961,0,0
459,467,172,1961,0,0
459,475,172,1961,0,21
459,477,172,1961,0,0
459,480,172,1961,0,0
459,481,172,1961,0,0
459,482,172,1961,0,0
459,485,172,1961,0,0
459,493,172,1961,0,0
459,494,172,1961,0,0
459,495,172,1961,0,0
460,467,172,1961,0,0
460,475,172,1961,0,21
460,477,172,1961,0,0
460,480,172,1961,0,0
460,481,172,1961,0,0
460,482,172,1961,0,0
460,485,172,1961,0,0
460,493,172,1961,0,0
460,494,172,1961,0,0
460,495,172,1961,0,0
467,475,172,1961,0,21
467,477,172,1961,0,0
467,480,172,1961,0,0
467,481,172,1961,0,0
467,482,172,1961,0,0
467,485,172,1961,0,0
467,493,172,1961,0,0
467,494,172,1961,0,0
467,495,172,1961,0,0
475,477,172,1961,21,0
475,480,172,1961,21,0
475,481,172,1961,21,0
475,482,172,1961,21,0
475,485,172,1961,21,0
475,493,172,1961,21,0
475,494,172,1961,21,0
475,495,172,1961,21,0
477,480,172,1961,0,0
477,481,172,1961,0,0
477,482,172,1961,0,0
477,485,172,1961,0,0
477,493,172,1961,0,0
477,494,172,1961,0,0
477,495,172,1961,0,0
480,481,172,1961,0,0
480,482,172,1961,0,0
480,485,172,1961,0,0
480,493,172,1961,0,0
480,494,172,1961,0,0
480,495,172,1961,0,0
481,482,172,1961,0,0
481,485,172,1961,0,0
481,493,172,1961,0,0
481,494,172,1961,0,0
481,495,172,1961,0,0
482,485,172,1961,0,0
482,493,172,1961,0,0
482,494,172,1961,0,0
482,495,172,1961,0,0
485,493,172,1961,0,0
485,494,172,1961,0,0
485,495,172,1961,0,0
493,494,172,1961,0,0
493,495,172,1961,0,0
494,495,172,1961,0,0
346,356,172,1962,0,3
346,368,172,1962,0,0
346,373,172,1962,0,30
346,376,172,1962,0,0
346,401,172,1962,0,6
346,404,172,1962,0,2
346,410,172,1962,0,1
346,413,172,1962,0,0
346,418,172,1962,0,0
346,425,172,1962,0,0
346,427,172,1962,0,0
346,436,172,1962,0,0
346,440,172,1962,0,0
346,446,172,1962,0,0
346,460,172,1962,0,0
346,463,172,1962,0,0
346,464,172,1962,0,0
346,465,172,1962,0,0
346,467,172,1962,0,0
346,468,172,1962,0,0
346,469,172,1962,0,0
346,473,172,1962,0,0
346,474,172,1962,0,0
356,368,172,1962,3,0
356,373,172,1962,3,30
356,376,172,1962,3,0
356,401,172,1962,3,6
356,404,172,1962,3,2
356,410,172,1962,3,1
356,413,172,1962,3,0
356,418,172,1962,3,0
356,425,172,1962,3,0
356,427,172,1962,3,0
356,436,172,1962,3,0
356,440,172,1962,3,0
356,446,172,1962,3,0
356,460,172,1962,3,0
356,463,172,1962,3,0
356,464,172,1962,3,0
356,465,172,1962,3,0
356,467,172,1962,3,0
356,468,172,1962,3,0
356,469,172,1962,3,0
356,473,172,1962,3,0
356,474,172,1962,3,0
368,373,172,1962,0,30
368,376,172,1962,0,0
368,401,172,1962,0,6
368,404,172,1962,0,2
368,410,172,1962,0,1
368,413,172,1962,0,0
368,418,172,1962,0,0
368,425,172,1962,0,0
368,427,172,1962,0,0
368,436,172,1962,0,0
368,440,172,1962,0,0
368,446,172,1962,0,0
368,460,172,1962,0,0
368,463,172,1962,0,0
368,464,172,1962,0,0
368,465,172,1962,0,0
368,467,172,1962,0,0
368,468,172,1962,0,0
368,469,172,1962,0,0
368,473,172,1962,0,0
368,474,172,1962,0,0
373,376,172,1962,30,0
373,401,172,1962,30,6
373,404,172,1962,30,2
373,410,172,1962,30,1
373,413,172,1962,30,0
373,418,172,1962,30,0
373,425,172,1962,30,0
373,427,172,1962,30,0
373,436,172,1962,30,0
373,440,172,1962,30,0
373,446,172,1962,30,0
373,460,172,1962,30,0
373,463,172,1962,30,0
373,464,172,1962,30,0
373,465,172,1962,30,0
373,467,172,1962,30,0
373,468,172,1962,30,0
373,469,172,1962,30,0
373,473,172,1962,30,0
373,474,172,1962,30,0
376,401,172,1962,0,6
376,404,172,1962,0,2
376,410,172,1962,0,1
376,413,172,1962,0,0
376,418,172,1962,0,0
376,425,172,1962,0,0
376,427,172,1962,0,0
376,436,172,1962,0,0
376,440,172,1962,0,0
376,446,172,1962,0,0
376,460,172,1962,0,0
376,463,172,1962,0,0
376,464,172,1962,0,0
376,465,172,1962,0,0
376,467,172,1962,0,0
376,468,172,1962,0,0
376,469,172,1962,0,0
376,473,172,1962,0,0
376,474,172,1962,0,0
401,404,172,1962,6,2
401,410,172,1962,6,1
401,413,172,1962,6,0
401,418,172,1962,6,0
401,425,172,1962,6,0
401,427,172,1962,6,0
401,436,172,1962,6,0
401,440,172,1962,6,0
401,446,172,1962,6,0
401,460,172,1962,6,0
401,463,172,1962,6,0
401,464,172,1962,6,0
401,465,172,1962,6,0
401,467,172,1962,6,0
401,468,172,1962,6,0
401,469,172,1962,6,0
401,473,172,1962,6,0
401,474,172,1962,6,0
404,410,172,1962,2,1
404,413,172,1962,2,0
404,418,172,1962,2,0
404,425,172,1962,2,0
404,427,172,1962,2,0
404,436,172,1962,2,0
404,440,172,1962,2,0
404,446,172,1962,2,0
404,460,172,1962,2,0
404,463,172,1962,2,0
404,464,172,1962,2,0
404,465,172,1962,2,0
404,467,172,1962,2,0
404,468,172,1962,2,0
404,469,172,1962,2,0
404,473,172,1962,2,0
404,474,172,1962,2,0
410,413,172,1962,1,0
410,418,172,1962,1,0
410,425,172,1962,1,0
410,427,172,1962,1,0
410,436,172,1962,1,0
410,440,172,1962,1,0
410,446,172,1962,1,0
410,460,172,1962,1,0
410,463,172,1962,1,0
410,464,172,1962,1,0
410,465,172,1962,1,0
410,467,172,1962,1,0
410,468,172,1962,1,0
410,469,172,1962,1,0
410,473,172,1962,1,0
410,474,172,1962,1,0
413,418,172,1962,0,0
413,425,172,1962,0,0
413,427,172,1962,0,0
413,436,172,1962,0,0
413,440,172,1962,0,0
413,446,172,1962,0,0
413,460,172,1962,0,0
413,463,172,1962,0,0
413,464,172,1962,0,0
413,465,172,1962,0,0
413,467,172,1962,0,0
413,468,172,1962,0,0
413,469,172,1962,0,0
413,473,172,1962,0,0
413,474,172,1962,0,0
418,425,172,1962,0,0
418,427,172,1962,0,0
418,436,172,1962,0,0
418,440,172,1962,0,0
418,446,172,1962,0,0
418,460,172,1962,0,0
418,463,172,1962,0,0
418,464,172,1962,0,0
418,465,172,1962,0,0
418,467,172,1962,0,0
418,468,172,1962,0,0
418,469,172,1962,0,0
418,473,172,1962,0,0
418,474,172,1962,0,0
425,427,172,1962,0,0
425,436,172,1962,0,0
425,440,172,1962,0,0
425,446,172,1962,0,0
425,460,172,1962,0,0
425,463,172,1962,0,0
425,464,172,1962,0,0
425,465,172,1962,0,0
425,467,172,1962,0,0
425,468,172,1962,0,0
425,469,172,1962,0,0
425,473,172,1962,0,0
425,474,172,1962,0,0
427,436,172,1962,0,0
427,440,172,1962,0,0
427,446,172,1962,0,0
427,460,172,1962,0,0
427,463,172,1962,0,0
427,464,172,1962,0,0
427,465,172,1962,0,0
427,467,172,1962,0,0
427,468,172,1962,0,0
427,469,172,1962,0,0
427,473,172,1962,0,0
427,474,172,1962,0,0
436,440,172,1962,0,0
436,446,172,1962,0,0
436,460,172,1962,0,0
436,463,172,1962,0,0
436,464,172,1962,0,0
436,465,172,1962,0,0
436,467,172,1962,0,0
436,468,172,1962,0,0
436,469,172,1962,0,0
436,473,172,1962,0,0
436,474,172,1962,0,0
440,446,172,1962,0,0
440,460,172,1962,0,0
440,463,172,1962,0,0
440,464,172,1962,0,0
440,465,172,1962,0,0
440,467,172,1962,0,0
440,468,172,1962,0,0
440,469,172,1962,0,0
